GM,EntryYear,EntryClub,PlayersDrafted,NorthStar,NorthStarRank,PERC,FBC,Mental,WorkEthic,Passion,Coach,Teammate,Leader,Dependability,Confidence,LifeSkills,ManagementOfCollegeLife,Relationships,OffField,MentalOverall,SDTotal,CombineInvites,UCWatch,EntryAge,SRB,isPower5,isFBS,isFCS,isD2,HTAvg,WTAvg,ArmAvg,Avg40Avg,OL,DL,OLB,ILB,DS,DC,RB,WR,QB,TE,GS,GP,GM2,GMI,GMO,GPI,GI,AvgEvalCount,NormalizedAvg,AAAvg,EXPAvg,SpdAvg,StrAvg,CmpsAvg,TghsAvg,FBIAvg,Day1PicksPercentile,Day2PicksPercentile,Day3PicksPercentile,avgEPAR
Brian Gaine,2018,HST,8,2.252517361,180,1.975,2.5625,2.475,2.0625,2,2.325,1.9375,2.7625,2.025,2.35,2.125,2.0875,1.7875,1.9375,NULL,0.458881884,0.875,0.375,23.2,0.125,0.75,1,0,0,48,48,40,47,1,2,1,0,1,1,0,0,0,2,22.625,35.5,5.375,0,0,0.625,0,4.5,4.7475,2.2375,2.6125,2.2875,2.925,2.7125,3.0875,3.2125,0,0.375,0.625,0.64334828
Bill O'Brien,2019,HST,7,2.391954023,224,2.357142,2.357142,2.428571,2.142857,2.142857,2.214285,2.571428,3.071428,1.928571,2.571428,2.928571,2.142857,2.357142,2,NULL,1.483574148,0.857142857,0.285714286,23.228571,0.571428571,0.428571429,0.857142857,0.142857143,0,32,25,45,48,2,1,0,0,0,2,0,0,0,1,24.71428571,37.71428571,12.28571429,2.857142857,0.142857143,3.714285714,0,5.285714286,4.642857,2.542857,2.814285,2.514285,2.571428,2.614285,2.614285,2.842857,0.142857143,0.428571429,0.428571429,0.687623049
Bill O'Brien,2020,HST,5,1.838390093,17,2,1.92,2,1.8,1.6,1.8,1.6,2,1.6,1.8,2.1,1.8,1.7,1.7,1.8,-0.441620172,1,0.4,23.08,0.4,0.8,0.8,0.2,0,47,60,52,45,1,2,1,0,0,1,0,0,0,0,29.6,38.2,17.6,7.8,5.6,1.2,1.2,10.4,4.228,2.7,3.18,3.02,3.3,2.72,3.04,2.88,0,0.4,0.6,0.720657788
Nick Caserio,2021,HST,5,2.267401961,185,2.3,2.1,2,2.2,2,2.2,2,2.4,2.6,2.1,2.3,2.5,2.2,2.4,2,1.070313187,0.8,0.4,22.64,0.4,1,1,0,0,50,53,52,55,0,1,0,1,0,0,0,0,1,1,26.4,33.8,11,3.2,0.2,0.2,1.2,6.2,4.562,3,3.38,3.28,2.96,2.6,2.86,2.9,0,0.4,0.6,0.692357603
Nick Caserio,2022,HST,9,1.989615105,59,1.777777,1.888888,2.222222,1.888888,1.888888,1.888888,1.777777,2.444444,1.666666,1.777777,2.055555,2.055555,1.777777,1.722222,2.466666,1.880047257,1,0.444444444,22.333333,0.222222222,1,1,0,0,52,41,52,50,2,1,0,1,1,1,1,0,0,1,30,43,3.555555556,2.333333333,0,0.888888889,0.888888889,6.444444444,4.161111,2.855555,3.011111,3.111111,3,2.711111,2.855555,3.122222,0.222222222,0.333333333,0.444444444,0.72016509
Nick Caserio,2023,HST,9,1.856484348,22,1.633333,1.777777,2.111111,1.666666,1.444444,1.555555,1.888888,1.777777,1.222222,1.888888,1.944444,2,2.055555,2.055555,2.033333,0.737858772,1,0.333333333,23.022222,0.444444444,1,1,0,0,54,57,50,54,2,2,2,1,1,0,0,0,1,0,34.88888889,41.44444444,7.666666667,1.555555556,0.222222222,0.111111111,0.555555556,7.777777778,4.232222,3.033333,3.122222,3.144444,3.055555,2.611111,2.855555,2.877777,0.222222222,0.222222222,0.555555556,0.790212164
Nick Caserio,2024,HST,9,2.121650327,111,1.966666,2.111111,2.166666,2.111111,1.944444,2.055555,2.055555,2.333333,1.833333,2.111111,2.388888,1.944444,1.944444,2.055555,2.388888,-1.928663317,0.888888889,0.444444444,23.144444,0.222222222,1,1,0,0,51,66,48,55,2,2,1,1,1,1,1,0,0,1,29.88888889,44.77777778,9.555555556,3.666666667,0.222222222,1.222222222,0.666666667,7.222222222,4.713333,2.988888,3.066666,2.933333,3.333333,2.744444,3.022222,3.177777,0,0.333333333,0.666666667,0.706255149
Chris Ballard,2017,IND,8,2.131648936,118,2.0875,2.1875,2.225,2.025,2.0375,1.7875,1.975,2.75,2.25,2.125,2.2875,1.9375,2,1.9,NULL,-0.195280115,0.875,0.5,22.5375,0.25,0.5,0.875,0,0.125,35,28,39,62,1,2,0,1,1,2,1,0,0,0,28.375,37.25,4.25,0,0,0,0,4.375,3.705,2.2375,2.4875,2.4,2.1,2.1625,2.2,2.525,0.125,0.25,0.625,0.844349036
Chris Ballard,2018,IND,11,2.074733763,94,2.1,2.318181,2.363636,1.836363,1.790909,1.90909,2.145454,2.490909,1.881818,1.845454,2.227272,2.063636,1.90909,1.927272,NULL,2.692429486,0.727272727,0.272727273,22.745454,0.272727273,0.727272727,0.818181818,0.181818182,0,54,51,48,47,2,2,1,3,0,0,2,0,0,0,28.63636364,44.45454545,4.181818182,0,0,0.181818182,0,4.181818182,4.36909,2.427272,2.50909,2.454545,2.636363,2.118181,2.472727,2.490909,0.090909091,0.363636364,0.545454545,0.738693089
Chris Ballard,2019,IND,10,1.875906298,27,2,1.75,1.9,1.65,1.72,1.75,1.85,2.05,1.7,2.05,1.8,2,1.85,1.95,NULL,2.517949031,0.9,0,23.3,0.6,0.8,0.9,0,0.1,46,43,40,48,2,3,3,1,2,1,0,0,0,0,35,45.4,9.8,1.4,2.5,0.5,0,5.3,4.87,2.47,2.76,2.45,3.1,2.3,2.5,2.93,0,0.4,0.6,0.599149004
Chris Ballard,2020,IND,9,2.05138766,80,2.022222,2.122222,1.833333,2.111111,1.833333,1.8,2.188888,2.611111,1.833333,2,1.944444,2.388888,1.855555,1.911111,2.111111,0.289583612,0.777777778,0.222222222,22.888888,0.222222222,0.777777778,1,0,0,36,57,50,36,1,1,0,1,1,1,1,0,1,0,29.55555556,44.88888889,9.888888889,2.222222222,6.555555556,1.444444444,0.777777778,7.444444444,4.258888,2.755555,3.077777,2.722222,3.111111,2.533333,2.722222,2.844444,0,0.333333333,0.666666667,0.733419191
Chris Ballard,2021,IND,7,1.934733894,40,1.828571,1.871428,1.857142,2.214285,1.857142,2,1.714285,2.285714,1.857142,2.214285,1.928571,1.814285,1.714285,1.742857,2.071428,2.40527571,1,0,23.171428,0.571428571,0.714285714,0.857142857,0,0.142857143,51,42,42,53,1,2,1,0,1,0,0,0,1,1,27.85714286,40.42857143,8.142857143,2.571428571,0.142857143,3.142857143,1,7.714285714,4.137142,2.771428,2.857142,2.828571,2.914285,2.442857,2.571428,2.985714,0.142857143,0.142857143,0.714285714,0.621343758
Chris Ballard,2022,IND,8,2.126654412,116,2,2.1,1.875,2,1.875,1.8125,2.3125,2.9375,1.8125,2.375,1.9375,1.714285,2.125,2,2.6875,5.189320949,0.5,0.375,23.6375,0.375,0.25,0.625,0.375,0,38,43,48,35,1,2,0,0,2,0,0,0,0,2,29,44.5,5.125,1.125,0.5,0.5,0.75,6.75,4.62875,3.125,2.95,2.9625,3.125,2.85,3.025,3.1625,0,0.5,0.5,0.667024703
Chris Ballard,2023,IND,12,2.018230626,65,1.716666,1.883333,2,1.833333,1.916666,1.916666,2,2.666666,1.75,2.083333,2,1.958333,1.75,1.916666,2.425,6.530488079,0.833333333,0.333333333,23.025,0.583333333,0.833333333,0.833333333,0.083333333,0.083333333,35,52,45,32,2,2,2,0,1,3,1,0,1,1,28.16666667,38.5,7.916666667,2,0.166666667,0.333333333,0.916666667,7.166666667,4.45,2.875,2.95,2.916666,3.191666,2.775,3.158333,3.133333,0.083333333,0.166666667,0.75,0.738255806
Chris Ballard,2024,IND,9,2.173856209,141,2.055555,2.133333,2.333333,2.222222,2,2.111111,2.222222,2.666666,2,2.222222,2.166666,2.111111,1.888888,2.055555,2.222222,3.470062924,0.777777778,0.333333333,20.688888,0.333333333,0.888888889,1,0,0,46,60,58,37,2,2,1,0,2,1,0,0,0,0,27.44444444,45.55555556,10.44444444,4.111111111,0.222222222,1,0.666666667,6.111111111,4.802222,2.966666,3.055555,3,3.444444,2.977777,3.288888,3.1,0.111111111,0.222222222,0.666666667,0.669098928
David Caldwell,2017,JAX,7,2.513392857,248,2.928571,2.357142,2.571428,2,2.214285,2.214285,2.214285,2.928571,2.642857,2.142857,2.785714,2.785714,2.428571,2.642857,NULL,3.159412682,0.857142857,0.285714286,22.814285,0.142857143,0.857142857,1,0,0,54,37,50,39,1,1,0,1,0,1,1,0,0,0,28,38,1.714285714,0,0,0,0,4.285714286,3.932857,2.242857,2.271428,2.242857,2.4,1.914285,2.014285,2.757142,0.142857143,0.285714286,0.571428571,0.782387827
David Caldwell,2018,JAX,7,2.30969541,199,2.314285,2.357142,2.142857,2.185714,2.071428,2.214285,2.285714,2.714285,2.385714,2.071428,2.285714,2.642857,2.257142,2.4,NULL,1.832356955,0.857142857,0.571428571,22.585714,0.285714286,1,1,0,0,33,54,25,45,1,2,1,0,1,0,0,0,1,0,19.71428571,34.85714286,14.42857143,0,0,0,0,3.857142857,4.471428,2.642857,2.6,2.828571,2.614285,2.314285,2.285714,2.942857,0.142857143,0.285714286,0.571428571,0.659026671
David Caldwell,2019,JAX,7,2.177125174,146,2.142857,2.285714,2.071428,2.428571,1.857142,2,1.928571,2.642857,2.214285,2.142857,2.5,2,2,2,NULL,0.969824079,0.857142857,0.142857143,22.757142,0.571428571,0.571428571,0.857142857,0.142857143,0,55,42,42,58,1,2,1,1,0,0,1,0,1,1,31.14285714,43.57142857,5.142857143,1.142857143,1.142857143,3.285714286,0,6.714285714,4.102857,2.285714,2.642857,2.485714,2.542857,2.114285,2.128571,2.857142,0.142857143,0.428571429,0.428571429,0.677729726
David Caldwell,2020,JAX,12,1.855048664,21,1.775,1.666666,1.791666,1.625,1.5,1.916666,1.5,2.416666,1.625,1.833333,2.083333,1.816666,1.65,1.9,2.083333,0.904887562,0.833333333,0.333333333,22.566666,0.25,0.833333333,0.916666667,0,0,51,41,55,57,1,2,1,1,1,3,0,0,1,1,24.16666667,38.16666667,8.666666667,4.75,1.166666667,2.166666667,1.166666667,7.833333333,4.394166,2.825,3.2,3.125,3.016666,2.65,2.816666,2.975,0.166666667,0.166666667,0.666666667,0.640256046
Trent Baalke,2021,JAX,9,1.929847495,37,1.944444,1.833333,1.888888,1.888888,1.666666,1.888888,1.555555,2.333333,2,1.666666,2,1.777777,1.888888,2.055555,2.055555,0.554926171,0.888888889,0.666666667,22.477777,0.111111111,0.888888889,1,0,0,35,43,48,50,1,2,1,0,1,1,1,0,1,1,26.33333333,35.11111111,11.44444444,4.333333333,0.111111111,0.888888889,1,7.666666667,3.727777,2.777777,2.922222,2.944444,2.966666,2.5,2.688888,2.844444,0.222222222,0.333333333,0.444444444,0.736489447
Trent Baalke,2022,JAX,7,2.229411765,168,2.416666,2.283333,2.166666,2.333333,1.833333,2,1.833333,3,1.833333,2.166666,2.416666,2.166666,2.166666,2.083333,2.333333,1.229059979,0.857142857,0.285714286,23.028571,0.428571429,0.714285714,0.857142857,0,0.142857143,35,28,40,55,1,1,1,2,0,2,1,0,0,0,23.28571429,44.57142857,6.428571429,1,0.571428571,0,0.285714286,7.428571429,4.212857,2.928571,3.071428,3.085714,2.928571,2.514285,2.7,2.857142,0.285714286,0.285714286,0.428571429,0.733508048
Trent Baalke,2023,JAX,13,1.852096729,20,1.792307,1.9,1.76923,1.461538,1.692307,1.615384,1.615384,2.307692,1.538461,1.76923,2.038461,1.961538,1.807692,2,2.061538,1.521955535,0.615384615,0.384615385,23.06923,0.076923077,0.923076923,1,0,0,65,60,66,43,2,3,1,1,2,1,1,0,0,1,31.30769231,42.61538462,12.46153846,4.307692308,0.307692308,0.461538462,0.769230769,6.846153846,4.648461,3.007692,2.961538,3.138461,3.023076,2.6,2.707692,3,0.076923077,0.153846154,0.769230769,0.755313569
Trent Baalke,2024,JAX,9,2.435294118,231,2.166666,2.311111,2.625,2.625,2,2.5,1.875,3.375,2.25,2.625,2.555555,2.444444,2.277777,2.166666,2.625,1.470836409,1,0.333333333,23.122222,0.333333333,1,1,0,0,43,46,45,36,1,3,1,0,0,2,1,0,0,0,22.66666667,45.88888889,9.777777778,2.222222222,0.111111111,0.111111111,0.222222222,6.222222222,4.567777,3.0875,3.0375,3.0125,3.05,3.0125,3.175,3.35,0.111111111,0.222222222,0.666666667,0.543094547
Brett Veach,2017,KC,6,2.446265941,235,2.466666,2.666666,2.583333,2.333333,2.633333,2.25,1.833333,3,2.166666,2.333333,2.5,2.666666,2.333333,2.25,NULL,1.534432216,0.666666667,0.333333333,22.866666,0.5,0.5,0.833333333,0.166666667,0,35,39,25,60,0,1,0,1,1,0,1,0,1,0,24.83333333,39.16666667,7.666666667,0,0,0,0,3.833333333,4.651666,2.466666,2.916666,2.65,2.583333,2.116666,2.083333,2.733333,0.166666667,0.333333333,0.5,0.688515571
Brett Veach,2018,KC,6,2.216666667,160,2.166666,2.25,2,2.133333,2.166666,2.033333,1.75,2.666666,2.25,2,2.416666,2.916666,2.083333,2.383333,NULL,-1.298686542,0.833333333,0.333333333,22.533333,0.5,0.833333333,0.833333333,0.166666667,0,71,39,60,65,0,3,0,1,1,1,0,0,0,0,28.16666667,42.66666667,6.666666667,0,0,0.166666667,0,4.833333333,4.293333,2.266666,2.783333,2.533333,2.383333,2.316666,2.4,2.533333,0,0.5,0.5,0.765033957
Brett Veach,2019,KC,6,2.386111111,221,2.416666,2.5,2.5,2.666666,2.166666,2.25,2.416666,2.75,2.583333,2.25,2.5,2.333333,2.083333,2.25,NULL,3.249083011,0.666666667,0.333333333,22.833333,0.333333333,0.666666667,0.833333333,0.166666667,0,67,50,73,47,1,1,0,0,1,1,1,0,0,0,25.16666667,36.83333333,7.333333333,0.166666667,1.333333333,2.666666667,0,5,4.651666,2.5,2.766666,2.566666,2.8,2.583333,2.716666,2.866666,0,0.5,0.5,0.79321702
Brett Veach,2020,KC,6,2.471057322,242,2.583333,2.016666,2.333333,1.916666,1.916666,2.25,2,3,2.083333,2.333333,2.583333,2.833333,2.333333,3,2.666666,2.383645409,0.833333333,0.333333333,22.5,0,0.666666667,1,0,0,59,45,56,28,1,1,1,1,0,2,1,0,0,0,20,43.16666667,6.666666667,2,2.166666667,1.166666667,0.666666667,7.333333333,4.34,2.933333,3.15,3.05,2.916666,2.5,2.7,3.1,0.166666667,0.333333333,0.5,0.701691769
Brett Veach,2021,KC,6,1.752696078,10,1.633333,1.7,1.75,1.833333,2.166666,1.583333,1.583333,1.833333,1.583333,1.916666,1.383333,1.783333,1.633333,1.633333,2.05,3.718103378,1,0.5,22.616666,0.666666667,1,1,0,0,45,45,45,45,2,1,1,1,0,0,0,0,0,1,23.83333333,42.33333333,8,2.833333333,0,0.666666667,1.166666667,8.833333333,4.115,2.883333,2.983333,3.066666,2.866666,2.533333,2.65,2.766666,0,0.333333333,0.666666667,0.745725571
Brett Veach,2022,KC,10,2.035326367,72,1.95,1.95,1.7,1.9,1.6,1.7,1.9,2.8,1.8,2,2.1,2.3,1.9,2.2,2.42,2.63130231,0.9,0.5,22.75,0.3,0.6,0.9,0,0.1,46,41,54,46,1,1,1,1,2,3,1,0,0,0,27.3,35.8,5.1,1.3,0.5,0.6,0.6,6.7,4.457,3.06,3.01,3.11,2.98,2.58,2.67,2.92,0.2,0.3,0.5,0.794595213
Brett Veach,2023,KC,7,2.396638655,225,2.571428,2.514285,2.285714,2.571428,2.142857,2.142857,2,2.714285,2.285714,2,2.857142,2.285714,2.357142,3,2.5,3.833275881,0.857142857,0.285714286,22.942857,0.428571429,0.571428571,0.857142857,0.142857143,0,47,47,41,54,1,3,2,0,1,1,0,0,0,0,32.71428571,45,6.428571429,1.571428571,0.857142857,0.571428571,0.857142857,9,4.654285,2.985714,3,3.014285,3.071428,2.7,2.9,3.242857,0.142857143,0.285714286,0.571428571,0.620491095
Brett Veach,2024,KC,7,2.237665856,172,2.214285,2.371428,2.571428,2.285714,2,2.285714,2.571428,2.714285,2.142857,1.714285,2.214285,2,2.214285,1.928571,2.142857,3.097160111,1,0.428571429,23.1,0.285714286,0.857142857,0.857142857,0.142857143,0,42,46,50,39,3,0,0,0,1,1,0,0,0,1,29.42857143,36.85714286,7.571428571,2.857142857,0.285714286,0.714285714,0.714285714,8,4.502857,3.057142,3.014285,2.871428,3.185714,2.957142,3.028571,3.1,0.142857143,0.142857143,0.714285714,0.652870504
Les Snead,2017,LA,8,1.859564818,23,1.8125,1.8375,1.75,1.5875,1.6,1.5875,1.65,2.0625,1.625,2.1875,1.9375,1.9375,1.9375,1.8125,NULL,1.466802362,0.875,0,22.9625,0.75,0.5,0.75,0.25,0,67,61,57,59,0,3,2,0,1,0,0,0,0,1,33.625,45.875,2.75,0,0,0,0,5,3.99625,2.2375,2.5375,2.575,2.75,1.675,1.975,2.125,0,0.375,0.625,0.838044235
Les Snead,2018,LA,11,2.064826498,90,2.218181,2,1.8,1.872727,1.7,1.936363,2.136363,2.136363,2,2.10909,2.218181,2.10909,2.154545,2.172727,NULL,0.24622196,0.727272727,0.090909091,22.9,0.363636364,0.727272727,0.818181818,0.181818182,0,63,55,50,59,3,5,2,2,0,0,1,0,0,0,31.27272727,42.63636364,5.727272727,0,0,0.090909091,0,5.363636364,4.28,2.372727,2.654545,2.5,2.572727,1.872727,2.036363,2.336363,0,0.090909091,0.909090909,0.786654075
Les Snead,2019,LA,8,1.975077365,54,2,1.875,2.0625,1.875,1.75,1.9375,2,2.4375,1.8125,1.9375,2,1.9375,2,2.1875,NULL,0.616671253,0.875,0.625,22.6875,0.125,0.875,1,0,0,55,43,56,58,2,1,0,1,2,1,1,0,0,0,31.75,40.75,10.75,0.875,2.875,2.375,0,7.25,3.8325,2.35,2.5875,2.2125,2.675,2.1,2.225,2.45,0,0.5,0.5,0.778303872
Les Snead,2020,LA,9,2.037347597,74,2,2.144444,2.055555,2,2.222222,1.944444,1.777777,2.388888,1.944444,1.888888,2.088888,2.055555,1.944444,1.855555,2.055555,0.642940025,0.888888889,0.222222222,22.688888,0.555555556,0.888888889,1,0,0,46,59,60,52,1,1,1,1,2,0,1,0,0,1,23.33333333,44.44444444,11.55555556,5.888888889,4.888888889,2.111111111,0.888888889,9,3.805,2.7625,3,2.9625,3.275,2.6,2.9,2.5625,0,0.444444444,0.555555556,0.705777185
Les Snead,2021,LA,9,2.039840864,75,2.022222,1.966666,2.444444,2.222222,1.888888,1.888888,1.777777,2.333333,1.888888,2.111111,2.2,2,2.022222,2.055555,2.388888,2.240942447,0.666666667,0.333333333,22.911111,0.222222222,0.666666667,0.777777778,0.111111111,0.111111111,42,51,35,43,0,3,1,1,0,1,1,0,0,1,18.55555556,36.66666667,8.888888889,4.666666667,0.222222222,0.111111111,1.222222222,8.111111111,4.328888,2.777777,2.944444,2.866666,3.088888,2.688888,2.777777,2.811111,0,0.222222222,0.777777778,0.646166483
Les Snead,2022,LA,8,2.181617647,150,2.125,2.1875,2.0625,2.25,2,2.1875,2.125,2.875,2.1875,2,2.1875,2,1.9375,1.9375,2.1875,-0.016445219,0.625,0.125,23.525,0.125,0.75,0.75,0.25,0,60,68,61,70,2,1,1,0,2,2,1,0,0,0,30.75,42.125,9.375,4.5,0.625,1.25,1.125,6.625,4.3775,2.9125,3.0625,3.1125,3.2125,2.6625,2.8875,2.8375,0,0.125,0.875,0.621819945
Les Snead,2023,LA,14,2.237990196,173,2.364285,2.178571,2.142857,2.428571,1.964285,2.142857,1.821428,2.857142,2,1.964285,2.285714,2.285714,2.335714,2.5,2.292857,1.431462766,0.785714286,0.214285714,23.542857,0.5,0.785714286,0.928571429,0,0.071428571,61,61,56,46,2,5,3,0,1,1,1,0,1,1,26.57142857,44.28571429,8.571428571,1.285714286,0.214285714,0.214285714,0.857142857,8.142857143,4.071428,2.846153,2.807692,2.923076,3.16923,2.592307,2.923076,2.923076,0,0.214285714,0.785714286,0.786738117
Les Snead,2024,LA,10,1.552841847,1,1.6,1.62,1.5,1.2,1.3,1.6,1.7,1.9,1.3,1.6,1.4,1.8,1.7,1.35,1.8,2.879486253,1,0.2,23.63,0.6,1,1,0,0,54,47,67,50,2,4,2,0,1,0,1,0,0,0,32.2,45.4,12.4,4.3,0.1,0.7,1,8.4,3.824,3.166666,2.977777,3.1,2.777777,2.188888,2.311111,2.722222,0.1,0.3,0.6,0.719395859
Tom Telesco,2017,LAC,7,2.100061576,103,2.142857,2.071428,1.714285,1.928571,2,2,2,2.5,2.285714,2,2.214285,2.071428,2.214285,1.928571,NULL,2.315786167,1,0.142857143,23.028571,0.714285714,0.857142857,1,0,0,44,29,42,61,3,1,0,0,2,0,0,0,0,0,38.57142857,46.14285714,6.571428571,0,0,0,0,3.857142857,3.548571,2.314285,2.9,2.585714,2.285714,1.928571,1.885714,2.171428,0.142857143,0.285714286,0.571428571,0.772246145
Tom Telesco,2018,LAC,7,1.622906001,2,1.685714,1.614285,1.485714,1.357142,1.214285,1.585714,1.828571,1.671428,1.285714,1.785714,1.542857,1.871428,1.728571,1.728571,NULL,3.569863072,1,0.142857143,22.6,0.571428571,1,1,0,0,42,44,47,52,1,2,1,0,2,0,1,0,0,0,31.42857143,40.28571429,8.285714286,0,0,0.428571429,0,4.714285714,4.144285,2.328571,2.842857,2.814285,2.542857,2.242857,2.128571,2.357142,0.142857143,0.285714286,0.571428571,0.824424137
Tom Telesco,2019,LAC,7,1.971043372,51,1.857142,1.928571,2.071428,2,2.071428,1.857142,2,2.428571,1.714285,2,2.071428,2.214285,1.785714,1.714285,NULL,2.350696285,0.857142857,0,23.171428,0.285714286,0.285714286,0.571428571,0.285714286,0.142857143,53,50,50,50,1,2,0,2,1,0,0,0,1,0,41.14285714,48.71428571,5.285714286,1.714285714,0.714285714,4.571428571,0,5.285714286,4.862857,2.514285,2.728571,2.585714,3.128571,2.1,2.428571,2.571428,0.142857143,0.285714286,0.571428571,0.763694719
Tom Telesco,2020,LAC,6,1.716391469,7,1.783333,1.75,1.583333,1.666666,1.333333,1.75,1.5,1.833333,1.833333,1.75,1.75,1.583333,1.583333,1.833333,1.833333,1.725950402,1,0.333333333,22.633333,0.666666667,1,1,0,0,43,36,48,56,0,0,0,1,1,0,1,0,1,0,31.16666667,45.16666667,8.833333333,1.833333333,7,0.333333333,1.166666667,8.333333333,4.261666,2.8,3.033333,3,2.85,2.466666,2.65,2.883333,0.333333333,0,0.666666667,0.725459
Tom Telesco,2021,LAC,9,1.874727669,26,1.911111,1.744444,1.722222,1.555555,1.5,1.611111,1.5,2.333333,1.833333,1.833333,1.966666,2.077777,1.911111,1.977777,2.444444,1.146825874,0.888888889,0.222222222,22.711111,0.555555556,1,1,0,0,50,61,51,46,2,1,1,1,1,1,1,0,0,1,26,41.55555556,6.333333333,0.888888889,1.333333333,1.777777778,0.777777778,8.444444444,4.143333,2.788888,2.977777,2.966666,3.144444,2.522222,2.777777,2.688888,0.111111111,0.333333333,0.555555556,0.559771318
Tom Telesco,2022,LAC,8,2.061949604,87,1.875,2.0375,2.5,2.125,2,1.875,2,2.5,1.75,2.125,2,1.9375,1.875,1.875,2.275,2.327312497,0.625,0.125,22.5375,0.5,1,1,0,0,48,51,40,42,2,1,0,0,1,2,2,0,0,0,26.625,44.125,3.5,1.25,0,0,0.75,5.375,4.99625,3.05,3.2625,3.15,3.1125,2.85,3.1375,3.225,0.125,0.125,0.75,0.560219006
Tom Telesco,2023,LAC,7,1.627248794,4,1.528571,1.514285,1.857142,1.142857,1.285714,1.571428,1.428571,2.142857,1.285714,1.714285,1.785714,1.5,1.642857,1.583333,2.314285,1.543614551,0.857142857,0.285714286,22.614285,0.428571429,0.857142857,1,0,0,57,65,50,32,1,2,1,1,0,0,0,0,1,0,32.42857143,47.28571429,7.428571429,2.285714286,0.142857143,0.857142857,0.285714286,6.857142857,4.442857,2.971428,2.985714,2.957142,3.142857,2.485714,2.6,3.071428,0.142857143,0.285714286,0.571428571,0.726383115
Joe Hortiz,2024,LAC,9,2.172594886,140,2.111111,2.077777,2.444444,2.222222,1.888888,2,2.222222,3,1.777777,2,2.333333,2.222222,2,2.055555,2.188888,2.111648764,1,0.444444444,22.733333,0.555555556,0.888888889,1,0,0,37,41,52,43,1,1,0,1,0,2,1,0,0,0,34.33333333,46.11111111,6.111111111,3.222222222,0.666666667,2.555555556,0.888888889,8.444444444,4.086666,2.955555,3.055555,3.011111,3.066666,2.666666,2.888888,2.866666,0.111111111,0.222222222,0.666666667,0.718867431
Reggie McKenzie,2017,LV,9,2.663194444,255,2.666666,2.944444,2.777777,2.777777,2.777777,2.444444,2.277777,3.166666,2.5,2.611111,2.833333,2.333333,2.611111,2.333333,NULL,2.530255691,0.888888889,0.444444444,22.844444,0.222222222,0.666666667,0.888888889,0.111111111,0,41,29,45,51,2,2,0,1,2,1,1,0,0,0,32.33333333,38,3.888888889,0,0,0,0,3.333333333,4.795555,2.266666,2.744444,2.944444,2.455555,2.822222,2.833333,2.977777,0.111111111,0.222222222,0.666666667,0.753124687
Reggie McKenzie,2018,LV,9,2.275648616,187,2.333333,2.3,2.277777,2.133333,2.1,2.266666,2.2,2.666666,2.2,2.022222,2.7,2.322222,1.977777,2.266666,NULL,0.892559517,0.888888889,0.333333333,23.022222,0.333333333,0.777777778,0.777777778,0.222222222,0,41,46,51,56,2,4,2,0,0,1,0,0,0,0,28.33333333,39.66666667,11.11111111,0,0,0.333333333,0,4.666666667,3.746666,2.311111,2.622222,2.422222,2.7,2.322222,2.422222,2.622222,0.111111111,0.333333333,0.555555556,0.737294826
Mike Mayock,2019,LV,9,1.865628991,24,1.977777,1.7,2.166666,1.611111,1.333333,1.777777,1.777777,2.166666,1.666666,1.833333,2.111111,2.166666,1.833333,1.833333,NULL,0.977896258,0.888888889,0.444444444,22.633333,0.444444444,0.666666667,0.888888889,0.111111111,0,42,44,41,48,0,3,3,0,1,2,1,0,0,1,25.22222222,42.55555556,8.222222222,1.555555556,2.111111111,1.777777778,0,6.222222222,4.157777,2.322222,2.822222,2.677777,2.944444,1.911111,2.122222,2.433333,0.333333333,0.111111111,0.555555556,0.734739321
Mike Mayock,2020,LV,7,2.179365526,149,2.314285,1.928571,2.071428,1.928571,1.357142,2.071428,2,2.714285,1.928571,1.857142,2.328571,2.1,2.285714,2.314285,2.428571,2.354187523,1,0.428571429,22.785714,0.142857143,0.857142857,1,0,0,55,55,62,36,1,0,0,1,1,1,0,0,0,0,34.42857143,47.14285714,6,1,3.857142857,5.428571429,1.857142857,9.428571429,3.73,2.714285,2.828571,2.757142,2.9,2.485714,2.542857,2.914285,0.285714286,0.428571429,0.285714286,0.797109501
Mike Mayock,2021,LV,7,2.228011204,167,2.285714,2.142857,2.142857,2.142857,1.928571,1.857142,2,2.571428,1.857142,2.5,2.357142,2.428571,2.428571,2.357142,2.428571,3.187104769,0.857142857,0.142857143,22.928571,0.428571429,0.857142857,1,0,0,51,57,50,36,2,1,1,1,2,1,0,0,0,0,32.28571429,44,6.857142857,3,0.285714286,0,1.142857143,8,4.171428,2.614285,3,2.985714,3.028571,2.857142,2.971428,2.957142,0.142857143,0.428571429,0.428571429,0.728718648
Dave Ziegler,2022,LV,6,2.345069373,213,2.416666,2.216666,2.5,2.166666,2,2.333333,2,3.166666,2.166666,2.5,2.5,2.083333,2.5,2.416666,2.633333,-0.077432782,0.833333333,0.166666667,23.483333,0.333333333,0.833333333,1,0,0,45,36,45,56,2,2,0,0,0,0,2,0,0,0,29.66666667,49.33333333,12.83333333,5,0.5,0.333333333,1,7.166666667,4.425,3.033333,3.033333,3.2,2.766666,2.6,2.766666,3.116666,0,0.166666667,0.833333333,0.731902953
